Paper No.,D,A SMILES,VOC (V),JSC (mA/cm2),FF (%),PCE max (%),Num. atoms (electron-rich unit),Num. atoms (electron-deficient unit),Num. heteroatoms (electron-rich unit),Num. heteroatoms (electron-deficient unit),Proportion of heteroatoms (electron-rich unit),Proportion of heteroatoms (electron-deficient unit),Num. rings (electron-rich unit),Num. rings (electron-deficient unit),Total num. rings,Num. S atoms (electron-rich unit),Proportion of S atoms (electron-rich unit)
325,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.677,12.825,39.95,3.47,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
325,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.742,15.161,46.1,5.19,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
325,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.848,15.18,53.27,6.86,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
325,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.896,15.5,61.63,8.55,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
325,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.891,17.748,68.14,10.77,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
328,BTBDT(DPP)2,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.96,7.26,41,2.86,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
328,BTBDT(DPP)2,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.94,11.24,55,5.81,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
328,BTBDT(DPP)2,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.94,11.72,54,5.95,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
332,FTAZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.921,16.45,56.4,8.54,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
332,J71,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.94,16.55,61.4,9.55,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
332,J71,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.911,17.9,65.3,10.6,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
332,FTAZ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.925,18.88,63,11,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
333,PTB7-Th,O=C1C2=C(C=C(F)C=C2)C(/C1=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(OCC(CCCC)CC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14/C(C(C=C(F)C=C%15)=C%15C%14=O)=C(C#N)/C#N)=C%13)=C%10C(OCC(CCCC)CC)=C8S7)=C(C#N)\C#N,0.77,18.46,67,9.52,34,22,4,4,0.117647059,0.181818182,7,2,15,4,0.117647059
333,PTB7-Th,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(OCC(CCCC)CC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14/C(C(C=C(F)C(F)=C%15)=C%15C%14=O)=C(C#N)/C#N)=C%13)=C%10C(OCC(CCCC)CC)=C8S7)=C(C#N)\C#N,0.73,21.28,65,10.1,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
339,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.9,15.06,61.6,8.37,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
341,PBT1-C,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=C(C=C5)CCCCCC)C6=CC=C(C=C6)CCCCCC)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC=C(C=C%10)CCCCCC)C%11=CC=C(C=C%11)CCCCCC)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=C(F)C=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=C(F)C=C%15,0.879,17.28,72.7,11.04,34,22,4,4,0.117647059,0.181818182,7,2,15,4,0.117647059
348,D1A,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.81,16.09,66,8.57,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
348,D7A,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.88,16.71,62,9.03,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
348,D3A,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.87,16.58,65,9.3,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
348,D5A,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.89,17.24,67,10.27,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
350,PBDTTT-T-E,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(OCC(CC)CCCC)=C(S3)C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=C(OCC(CC)CCCC)C=C(/C=C%12/C(C(C=CC=C%13)=C%13C%12=O)=C(C#N)\C#N)S%11)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,0.57,15.3,51,4.5,16,22,2,3,0.125,0.136363636,2,2,15,2,0.125
350,PBDB-T,O=C(C(C=C(C)C=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(C)C=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.71,17.5,54,6.6,34,25,4,3,0.117647059,0.12,7,2,15,4,0.117647059
350,PBDB-TCl,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.81,16.5,59,7.8,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
350,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.76,21.5,62,10.1,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
350,PBDTTT-T-E,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(OCC(CC)CCCC)=C(S3)C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=C(OCC(CC)CCCC)C=C(/C=C%12/C(C(C=CC=C%13)=C%13C%12=O)=C(C#N)\C#N)S%11)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,0.81,22.2,64,11.4,16,22,2,3,0.125,0.136363636,2,2,15,2,0.125
350,PBDB-T,O=C(C(C=C(C)C=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(C)C=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.91,18.3,69,11.5,34,25,4,3,0.117647059,0.12,7,2,15,4,0.117647059
350,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.83,21.8,73,13.3,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
350,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.84,21.7,74,13.4,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
350,PBDB-TCl,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.86,22.3,73,14,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
351,PTB7-Th:PPor-1(1:0.1),O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.82,13.85,58.16,6.61,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
351,PTB7-Th,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.8,14.7,57.18,6.7,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
351,PTB7-Th:PPor-1(1:0.3),O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.82,14.19,60.34,7.02,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
351,PTB7-Th:PPor-1(1:0.2),O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.82,15.34,57.35,7.21,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
351,PTB7-Th:PPor-1(1:0.1),CCCCCCC1=CC=C(C=C1)C2(C3=C(C4=C2C5=C(S4)C6=C(S5)C7=C(C6(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C=C(S7)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)SC(=C3)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)C1=CC=C(C=C1)CCCCCC,0.767,15.52,64.9,7.67,28,22,4,3,0.142857143,0.136363636,6,2,14,4,0.142857143
351,PTB7-Th,CCCCCCC1=CC=C(C=C1)C2(C3=C(C4=C2C5=C(S4)C6=C(S5)C7=C(C6(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C=C(S7)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)SC(=C3)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)C1=CC=C(C=C2)CCCCCC,0.78,15.72,66.41,8.1,28,22,4,3,0.1,0.136363636,6,2,14,4,0.1
351,PTB7-Th:PPor-1(1:0.3),CCCCCCC1=CC=C(C=C1)C2(C3=C(C4=C2C5=C(S4)C6=C(S5)C7=C(C6(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C=C(S7)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)SC(=C3)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)C1=CC=C(C=C3)CCCCCC,0.76,18.63,57.9,8.2,28,22,4,3,0.142857143,0.136363636,6,2,14,4,0.142857143
351,PTB7-Th:PPor-1(1:0.2),CCCCCCC1=CC=C(C=C1)C2(C3=C(C4=C2C5=C(S4)C6=C(S5)C7=C(C6(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C=C(S7)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)SC(=C3)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)C1=CC=C(C=C4)CCCCCC,0.76,19.13,58.77,8.54,28,22,4,3,0.142857143,0.136363636,6,2,14,4,0.142857143
351,PTB7-Th:PPor-1(1:0.1),CCCCCCC1=CC=C(C=C1)C2(C3=C(C4=C2C5=C(S4)C6=C(S5)C7=C(C6(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C=C(S7)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)SC(=C3)C=C1C(=C(C#N)C#N)C2=CC=CC=C2C1=O)C1=CC=C(C=C5)CCCCCC,0.78,18.52,62.4,9.01,28,22,4,3,0.142857143,0.136363636,6,2,14,4,0.142857143
353,2TC-TT -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,1.08,14.33,56.43,8.72,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
353,2TC-TT -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,1.06,14.87,58.37,9.25,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
353,2TC-TT -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,1.06,14.96,59.37,9.37,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
353,2TC-TT -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,1.06,15.03,58.53,9.4,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
353,2TC-TT -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,1.06,15.25,59.31,9.65,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
353,2T-TTC -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,0.99,15.25,64.78,9.76,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
353,2T-TTC -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,0.97,16.15,67.61,10.6,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
353,2T-TTC -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,0.97,16.23,68.29,10.84,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
353,2T-TTC -BDTFT ,O=C(C/1=C\C2=CC3=C(C(C4(C5=CC=CC(CCCCCC)=C5)C6=CC=CC(CCCCCC)=C6)=C(C7=C4C=C(C8=C7)C9=C(C8(C%10=CC(CCCCCC)=CC=C%10)C%11=CC(CCCCCC)=CC=C%11)C(SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%14)=C%14S9)S3)S2)C%15=C(C1=C(C#N)/C#N)C=CC=C%15,0.97,16.05,68.78,10.89,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
