Paper No.,D,A SMILES,VOC (V),JSC (mA/cm2),FF (%),PCE max (%),Num. atoms (electron-rich unit),Num. atoms (electron-deficient unit),Num. heteroatoms (electron-rich unit),Num. heteroatoms (electron-deficient unit),Proportion of heteroatoms (electron-rich unit),Proportion of heteroatoms (electron-deficient unit),Num. rings (electron-rich unit),Num. rings (electron-deficient unit),Total num. rings,Num. S atoms (electron-rich unit),Proportion of S atoms (electron-rich unit)
85,PBDB-T-2F,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=C(CCCCCCCCCCC)C4=C3C(N5CC(CC)CCCC)=C(S4)C6=C5C(N(CC(CC)CCCC)C7=C8SC9=C7SC(/C=C%10/C(C(C=C(F)C(F)=C%11)=C%11C%10=O)=C(C#N)/C#N)=C9CCCCCCCCCCC)=C8C%12=NSN=C%126)=C(C#N)\C#N,0.84,25.9,73,15.8,33,22,9,5,0.272727273,0.227272727,8,2,12,5,0.151515152
88,P1,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)S6)C7=CC=C(CCCCCC)S7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)C%13=C8,0.81,4.43,36.7,1.31,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
88,PTB7-Th,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)S6)C7=CC=C(CCCCCC)S7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)C%13=C8,0.8,14.85,69.46,8.25,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
88,PTB7-Th,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)S6)C7=CC=C(CCCCCC)S7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)C%13=C8,0.73,22.06,60.47,9.79,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
88,P1,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)S6)C7=CC=C(CCCCCC)S7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)C%13=C8,1.01,17.89,63.05,11.39,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
93,L1,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=C(CCCCCCCCCCC)C4=C3C(N5CC(CC)CCCC)=C(S4)C6=C5C(N(CC(CC)CCCC)C7=C8SC9=C7SC(/C=C%10/C(C(C=C(F)C(F)=C%11)=C%11C%10=O)=C(C#N)/C#N)=C9CCCCCCCCCCC)=C8C%12=NSN=C%126)=C(C#N)\C#N,0.83,24.49,71.8,14.63,33,22,9,5,0.272727273,0.227272727,8,2,12,5,0.151515152
93,D16,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=C(CCCCCCCCCCC)C4=C3C(N5CC(CC)CCCC)=C(S4)C6=C5C(N(CC(CC)CCCC)C7=C8SC9=C7SC(/C=C%10/C(C(C=C(F)C(F)=C%11)=C%11C%10=O)=C(C#N)/C#N)=C9CCCCCCCCCCC)=C8C%12=NSN=C%126)=C(C#N)\C#N,0.85,25.41,74.9,16.22,33,22,9,5,0.272727273,0.227272727,8,2,12,5,0.151515152
99,J52,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCCCC)C=C5)C6=CC=C(CCCCCCCC)C=C6)=C(S3)C7=C4C(S8)=C(C=C7)C9=C8C(C=CC%10=C%11C(C%12=CC=C(CCCCCCCC)C=C%12)(C%13=CC=C(CCCCCCCC)C=C%13)C%14=C%10SC(/C=C%15C(C(C=CC=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C%11S9,0.94,11.58,63.1,6.87,40,22,4,3,0.1,0.136363636,8,2,16,4,0.1
99,J52,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCCCC)C=C5)C6=CC=C(CCCCCCCC)C=C6)=C(S3)C7=C4C(S8)=C(C=C7)C9=C8C(C=CC%10=C%11C(C%12=CC=C(CCCCCCCC)C=C%12)(C%13=CC=C(CCCCCCCC)C=C%13)C%14=C%10SC(/C=C%15C(C(C=CC=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C%11S9,0.94,13.76,66.8,8.64,40,22,4,3,0.1,0.136363636,8,2,16,4,0.1
105,J71,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=CC(C6(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC)=C(C=C5S4)C7=C6C(C=C(SC8=C9SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C8)C9=C%12)=C%12C7(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC,0.811,17.39,64.62,9.12,40,22,4,5,0.1,0.227272727,8,2,12,4,0.1
105,J71,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=CC(C6(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC)=C(C=C5C4)C7=C6C(C=C(CC8=C9SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C8)C9=C%12)=C%12C7(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC,0.851,21.3,72.76,13.18,44,22,2,5,0.045454545,0.227272727,8,2,12,2,0.045454545
105,J71,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=CC(C6(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC)=C(C=C5N4C)C7=C6C(C=C(N(C)C8=C9SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C8)C9=C%12)=C%12C7(CC(CCCCCC)CCCC)CC(CCCCCC)CCCC,0.876,21.78,72,13.68,48,22,4,5,0.083333333,0.227272727,8,2,12,2,0.041666667
107,PBDB-T,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(OCC(CC)CCCC)=C(S3)C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=C(OCC(CC)CCCC)C=C(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)S%11)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,0.74,23.1,58.36,9.98,16,22,2,5,0.125,0.227272727,2,2,15,2,0.125
107,PBDB-T,COC1=C(SC(/C=C2/C(C(C=C(F)C(F)=C3)=C3C2=O)=C(C#N)\C#N)=C1OC)C(S4)=CC5=C4C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC(C%13=C(OC)C(OC)=C(/C=C%14/C(C(C=C(F)C(F)=C%15)=C%15C%14=O)=C(C#N)\C#N)S%13)=C%12)=C6,0.87,22.14,67.53,13.01,16,22,2,5,0.125,0.227272727,2,2,15,2,0.125
110,P3TCO-1,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.965,16.12,64.79,10.08,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
110,P3TCO-1,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.943,17.05,62.89,10.11,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
112,PBDB-TF,S=C(C(SC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C%14C(C(SC=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%13)=C6,1.1,14.5,64.3,10.3,34,22,4,4,0.117647059,0.181818182,7,2,15,4,0.117647059
112,PBDB-TF,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.872,20.4,68.7,12.2,34,22,4,5,0.117647059,0.227272727,7,2,15,4,0.117647059
114,PTB7-Th,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C([Se]3)=CC=C3C4=C(OCC(CC)CCCC)C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(S8)C=C%10C(SC%11=C%10C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%11SC(C%15=CC=C(/C=C%16/C(C(C=C(F)C(F)=C%17)=C%17C%16=O)=C(C#N)\C#N)[Se]%15)=C%14OCC(CC)CCCC)=C9)=C(C#N)/C#N,0.73,13.41,57.74,5.62,48,22,6,5,0.125,0.227272727,9,2,17,4,0.083333333
114,PTB7-Th,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC=C3C4=C(OCC(CC)CCCC)C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(S8)C=C%10C(SC%11=C%10C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%11SC(C%15=CC=C(/C=C%16/C(C(C=C(F)C(F)=C%17)=C%17C%16=O)=C(C#N)\C#N)S%15)=C%14OCC(CC)CCCC)=C9)=C(C#N)/C#N,0.73,16.55,57.5,6.92,48,22,6,5,0.125,0.227272727,9,2,17,6,0.125
114,PTB7-Th,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C([Se]3)=CC=C3C4=C(OCC(CC)CCCC)C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(S8)C=C%10C(SC%11=C%10C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%11SC(C%15=CC=C(/C=C%16/C(C(C=C(F)C(F)=C%17)=C%17C%16=O)=C(C#N)\C#N)[Se]%15)=C%14OCC(CC)CCCC)=C9)=C(C#N)/C#N,0.7,19.13,55.48,7.4,48,22,6,5,0.125,0.227272727,9,2,17,4,0.083333333
114,PTB7-Th,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC=C3C4=C(OCC(CC)CCCC)C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(S8)C=C%10C(SC%11=C%10C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%11SC(C%15=CC=C(/C=C%16/C(C(C=C(F)C(F)=C%17)=C%17C%16=O)=C(C#N)\C#N)S%15)=C%14OCC(CC)CCCC)=C9)=C(C#N)/C#N,0.75,20.4,58.05,8.87,48,22,6,5,0.125,0.227272727,9,2,17,6,0.125
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C(F)=C6)C7=CC(F)=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC(F)=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C(F)=C%15)C%13=C8,0.93,9.47,34.7,3.07,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C(F)=C6)C7=CC(F)=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC(F)=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C(F)=C%15)C%13=C8,0.92,10.95,35.42,3.55,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C(F)=C6)C7=CC(F)=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC(F)=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C(F)=C%15)C%13=C8,0.95,9.96,39.27,3.7,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C(F)=C6)C7=CC(F)=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC(F)=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C(F)=C%15)C%13=C8,0.92,11.88,40.07,4.36,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)C%13=C8,1.02,9.06,51.28,4.72,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C(F)=C6)C7=CC(F)=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC(F)=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C(F)=C%15)C%13=C8,0.93,11.79,45.12,4.95,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)C%13=C8,1.02,10.53,46.6,4.99,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C(F)=C6)C7=CC(F)=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC(F)=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C(F)=C%15)C%13=C8,0.92,11.65,47.13,5.05,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)C%13=C8,1,10.12,51.64,5.25,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)C%13=C8,0.99,11.49,47.6,5.45,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C(F)=C6)C7=CC(F)=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC(F)=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C(F)=C%15)C%13=C8,0.96,11.44,49.68,5.48,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)C%13=C8,1.01,11.23,49.15,5.55,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)C%13=C8,1.02,10.47,52.45,5.61,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C(F)=C6)C7=CC(F)=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC(F)=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C(F)=C%15)C%13=C8,0.95,12.01,51.26,5.87,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)C%13=C8,1.01,10.74,54.78,5.98,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
115,HFQx-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(O3)=CC=C3C4=CC(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)O9)=C%12)=C%12C%13(C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)C%13=C8,1.02,11.21,54.77,6.28,42,22,4,3,0.095238095,0.136363636,7,2,15,2,0.047619048
116,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.891,17.4,63.9,9.9,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
116,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.897,17.8,62.6,10,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
116,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.9,17.7,62.9,10,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
116,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.905,17.8,62.9,10.1,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
116,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.899,18.1,62.7,10.2,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
116,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.903,17.9,63.7,10.3,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
116,PBDB-T,O=C(C(C=C(C)C=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=C(C)C=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.904,17.5,65.7,10.4,34,25,4,3,0.117647059,0.12,7,2,15,4,0.117647059
116,PBDB-T,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C=C(C(SC9=C%10SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%13=C8,0.902,18.2,64.3,10.6,34,22,4,3,0.117647059,0.136363636,7,2,15,4,0.117647059
